epoch;accuracy;loss;val_accuracy;val_loss
0;0.9908114;0.02750100280983051;1.0;0.0003013040527309242
1;1.0;0.00011735722382995432;1.0;2.2975769465311285e-05
2;1.0;2.3156983285265266e-05;1.0;8.927112982124335e-06
3;1.0;1.1870681569028172e-05;1.0;5.047260736701949e-06
4;1.0;7.5780531225497976e-06;1.0;3.4061077880515337e-06
5;1.0;5.6221287937060795e-06;1.0;2.4434312332519575e-06
6;1.0;4.423835708745504e-06;1.0;1.879007329893954e-06
