epoch;accuracy;loss;val_accuracy;val_loss
0;0.9806907;0.048526339176970884;1.0;2.413721439983132e-06
1;1.0;2.5181464063838246e-06;1.0;1.5846612529314467e-06
2;1.0;1.6223919449099744e-06;1.0;1.0200890391101176e-06
3;1.0;1.0888629314561884e-06;1.0;6.848638439518445e-07
4;1.0;7.435527810431805e-07;1.0;4.800716340014333e-07
5;1.0;5.109192228887465e-07;1.0;3.372855162883513e-07
6;1.0;3.6589276416779365e-07;1.0;2.4067320898786037e-07
