epoch;accuracy;loss;val_accuracy;val_loss
0;0.97634053;0.05536632154028418;1.0;0.0006924398445622309
1;1.0;0.00046165888678925427;1.0;0.00015222917059681525
2;1.0;0.00012974670244148;1.0;6.845996961745091e-05
3;1.0;6.95480066703815e-05;1.0;4.1838775742737775e-05
4;1.0;4.576870419854954e-05;1.0;2.9261360970466693e-05
5;1.0;3.239060296519628e-05;1.0;2.2155885361778354e-05
6;1.0;2.5681859659181843e-05;1.0;1.7590982392185222e-05
