epoch;accuracy;loss;val_accuracy;val_loss
0;0.9814453;0.04682023109853617;1.0;0.00026644391733785406
1;1.0;0.00032819345101002415;1.0;7.762708494402959e-05
2;1.0;0.00014779680676921006;1.0;3.886445273038637e-05
3;1.0;8.816479372729769e-05;1.0;2.4486422836688642e-05
4;1.0;6.0063374772570654e-05;1.0;1.7154470936618866e-05
5;1.0;4.818096408598649e-05;1.0;1.2313261896978426e-05
6;1.0;3.567809525603397e-05;1.0;9.135893378697801e-06
