epoch;accuracy;loss;val_accuracy;val_loss
0;0.9731001;0.06425438536827857;1.0;3.264037711927047e-07
1;1.0;2.9613383075015193e-07;1.0;2.0729268537946298e-07
2;1.0;1.8244385888912326e-07;1.0;1.27885250459545e-07
3;1.0;1.1856366716694372e-07;1.0;9.063237140899698e-08
4;1.0;8.249081446203893e-08;1.0;5.4016701474330675e-08
5;1.0;5.7747278454039534e-08;1.0;3.980178077181575e-08
6;1.0;4.2412211348990585e-08;1.0;3.122381146618792e-08
