epoch;accuracy;loss;val_accuracy;val_loss
0;0.99498403;0.015502006308329784;1.0;1.3072812521386368e-07
1;1.0;1.3309424536216016e-07;1.0;9.950437779001444e-08
2;1.0;1.0219665146461342e-07;1.0;7.960351741518791e-08
3;1.0;7.948513370724765e-08;1.0;5.970264563428061e-08
4;1.0;6.41924146161831e-08;1.0;4.83307184215152e-08
5;1.0;4.9905100910327155e-08;1.0;3.4115803328548184e-08
6;1.0;4.109987895472112e-08;1.0;2.842983925470315e-08
