epoch;accuracy;loss;val_accuracy;val_loss
0;0.9925426;0.015227471546572013;1.0;1.990088748764145e-08
1;1.0;2.523034605608008e-08;1.0;1.4214920796007391e-08
2;1.0;1.927201437954753e-08;1.0;1.1224886283625174e-08
3;1.0;1.3424795262509141e-08;1.0;5.685968561483366e-09
4;1.0;9.964089660686636e-09;1.0;5.685968561483366e-09
5;1.0;7.28653871993511e-09;1.0;2.8429844910997296e-09
6;1.0;5.482102188554171e-09;1.0;2.8429844969430087e-09
