epoch;accuracy;loss;val_accuracy;val_loss
0;0.9822887;0.07071970178565773;1.0;0.0016738412178758729
1;1.0;0.0011297254839684517;1.0;0.0005617955895630937
2;1.0;0.0004991901119369272;1.0;0.00030224217334762216
3;1.0;0.0002925498925337293;1.0;0.00019452599869844946
4;1.0;0.00020380766653199151;1.0;0.00013820827696594949
5;1.0;0.00015051902859010045;1.0;0.00010471847015555556
6;1.0;0.00011584017440988894;1.0;8.347025256003498e-05
